Country,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Scotland,Division 1,17/08/96,East Fife,St Mirren,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,17/08/96,Morton,Clydebank,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,17/08/96,Partick,Dundee,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,17/08/96,St Johnstone,Falkirk,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,17/08/96,Stirling,Airdrie,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,24/08/96,Airdrie,East Fife,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,24/08/96,Clydebank,Stirling,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,24/08/96,Dundee,Morton,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,24/08/96,Falkirk,Partick,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,24/08/96,St Mirren,St Johnstone,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,31/08/96,Morton,Falkirk,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,31/08/96,Partick,St Mirren,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,31/08/96,Stirling,Dundee,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,03/09/96,East Fife,Clydebank,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,07/09/96,Clydebank,St Mirren,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,07/09/96,Dundee,Airdrie,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,07/09/96,Morton,East Fife,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,07/09/96,St Johnstone,Partick,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,07/09/96,Stirling,Falkirk,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,14/09/96,Airdrie,Morton,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,14/09/96,East Fife,St Johnstone,1.0,4.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,14/09/96,Falkirk,Clydebank,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,14/09/96,Partick,Stirling,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,14/09/96,St Mirren,Dundee,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,21/09/96,Airdrie,Partick,4.0,4.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,21/09/96,Clydebank,St Johnstone,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,21/09/96,Dundee,East Fife,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,21/09/96,St Mirren,Falkirk,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,21/09/96,Stirling,Morton,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,24/09/96,St Johnstone,Airdrie,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,28/09/96,East Fife,Stirling,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,28/09/96,Falkirk,Airdrie,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,28/09/96,Morton,St Mirren,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,28/09/96,Partick,Clydebank,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,28/09/96,St Johnstone,Dundee,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,05/10/96,Dundee,Clydebank,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,05/10/96,East Fife,Falkirk,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,05/10/96,Morton,Partick,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,12/10/96,Clydebank,Airdrie,1.0,4.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,12/10/96,Falkirk,Dundee,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,12/10/96,Partick,East Fife,6.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,12/10/96,St Johnstone,Morton,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,12/10/96,St Mirren,Stirling,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,15/10/96,Airdrie,St Mirren,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,15/10/96,Stirling,St Johnstone,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,19/10/96,Airdrie,Stirling,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,19/10/96,Clydebank,Morton,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,19/10/96,Dundee,Partick,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,19/10/96,Falkirk,St Johnstone,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,19/10/96,St Mirren,East Fife,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,26/10/96,East Fife,Airdrie,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,
Scotland,Division 1,26/10/96,Morton,Dundee,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,
