Country,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Netherlands,Eredivisie,22/12/96,Twente,AZ Alkmaar,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,22/12/96,Volendam,Vitesse,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,09/02/97,Groningen,Graafschap,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,15/02/97,Graafschap,Ajax,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,15/02/97,Heerenveen,AZ Alkmaar,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,15/02/97,Roda JC,Twente,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,15/02/97,Sparta,NAC Breda,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,15/02/97,Utrecht,For Sittard,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,15/02/97,Vitesse,PSV Eindhoven,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,15/02/97,Volendam,Feyenoord,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,15/02/97,Waalwijk,Groningen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,15/02/97,Willem II,Nijmegen,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,22/02/97,Graafschap,Twente,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,22/02/97,NAC Breda,Heerenveen,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,22/02/97,PSV Eindhoven,AZ Alkmaar,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,22/02/97,Roda JC,Willem II,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,23/02/97,Ajax,Feyenoord,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,23/02/97,Utrecht,Sparta,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,23/02/97,Vitesse,Groningen,6.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,23/02/97,Volendam,For Sittard,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,23/02/97,Waalwijk,Nijmegen,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,01/03/97,Feyenoord,Nijmegen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,01/03/97,For Sittard,Willem II,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,
Netherlands,Eredivisie,01/03/97,Heerenveen,Roda JC,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,
